Dates, Fed Funds , CPI , NROU , AAA , dependency ratio , birth , labour prod , tfp , private credit , LW , HLW , E1Y_CPI , Money Market Funds , FED total assets , Balance Sheet - Total Assets ,Federal Debt,safe_assets
1966-01-01, 0.0466 , 0.023479190 , 0.05697930 , 0.0478 , 0.94886 , 18.8960 , 38.845 , 7.8550978052 , 0.8370822235 , 0.0510194604 , 0.0541903229 ,, -   ,,,40.33999,1164
1966-04-01, 0.0517 , 0.027542370 , 0.05710529 , 0.0498 , 0.94605 , 18.7125 , 38.576 , 7.8718526281 , 0.8458838812 , 0.0486525845 , 0.0515622097 ,, -   ,,,39.26763,1672
1966-07-01, 0.0540 , 0.032700420 , 0.05722861 , 0.0531 , 0.94323 , 18.5290 , 38.703 , 7.8886074511 , 0.8546855389 , 0.0485398432 , 0.0514120469 ,, -   ,,,39.62091,-940
1966-10-01, 0.0540 , 0.036764710 , 0.05734915 , 0.0539 , 0.94042 , 18.3455 , 38.943 , 7.9053622741 , 0.8634871966 , 0.0484025527 , 0.0511957712 ,, -   ,,,39.51977,-332
1967-01-01, 0.0453 , 0.030239830 , 0.05746704 , 0.0513 , 0.93760 , 18.1620 , 39.251 , 7.9221170971 , 0.8722888543 , 0.0480637263 , 0.0508499017 ,, -   ,,,39.20383,1680
1967-04-01, 0.0398 , 0.026804120 , 0.05758270 , 0.0524 , 0.93450 , 18.0910 , 39.395 , 7.9737365474 , 0.8743745244 , 0.0462400075 , 0.0485775712 ,, -   ,,,38.03292,-32
1967-07-01, 0.0399 , 0.026557710 , 0.05769672 , 0.0562 , 0.93141 , 18.0200 , 39.596 , 8.0253559978 , 0.8764601945 , 0.0467088698 , 0.0487989672 ,, -   ,,,38.82145,-604
1967-10-01, 0.0451 , 0.027355620 , 0.05780984 , 0.0607 , 0.92831 , 17.9490 , 39.710 , 8.0769754481 , 0.8785458646 , 0.0463007949 , 0.0480822875 ,, -   ,,,39.10231,-392
1968-01-01, 0.0505 , 0.038461540 , 0.05792286 , 0.0611 , 0.92521 , 17.8780 , 40.596 , 8.1285948985 , 0.8806315348 , 0.0485506414 , 0.0503304310 ,, -   ,,,38.42951,-916
1968-04-01, 0.0607 , 0.040160640 , 0.05803658 , 0.0627 , 0.92263 , 17.9730 , 40.977 , 8.1321767564 , 0.8778972402 , 0.0493940732 , 0.0509532787 ,, -   ,,,36.96379,1700
1968-07-01, 0.0578 , 0.044776120 , 0.05815176 , 0.0602 , 0.92006 , 18.0680 , 40.993 , 8.1357586144 , 0.8751629457 , 0.0484965890 , 0.0495866976 ,, -   ,,,37.30897,3780
1968-10-01, 0.0602 , 0.047337280 , 0.05826905 , 0.0619 , 0.91748 , 18.1630 , 40.895 , 8.1393404723 , 0.8724286511 , 0.0473903460 , 0.0480363271 ,, -   ,,,36.98532,2924
1969-01-01, 0.0679 , 0.047758280 , 0.05838901 , 0.0666 , 0.91490 , 18.2580 , 41.220 , 8.1429223303 , 0.8696943565 , 0.0486846343 , 0.0493242751 ,, -   ,,,36.19577,2560
1969-04-01, 0.0890 , 0.055019310 , 0.05851210 , 0.0689 , 0.91279 , 18.3785 , 40.882 , 8.1331301066 , 0.8714624783 , 0.0470815136 , 0.0473755368 ,, -   ,,,34.97403,1120
1969-07-01, 0.0915 , 0.056190480 , 0.05863864 , 0.0708 , 0.91069 , 18.4990 , 40.924 , 8.1233378828 , 0.8732306000 , 0.0466335201 , 0.0469191201 ,, -   ,,,35.01946,2212
1969-10-01, 0.0897 , 0.059322030 , 0.05876888 , 0.0735 , 0.90858 , 18.6195 , 40.719 , 8.1135456591 , 0.8749987217 , 0.0439312874 , 0.0441070101 ,, -   ,,,35.46954,3664
1970-01-01, 0.0776 , 0.060465120 , 0.05890298 , 0.0791 , 0.90647 , 18.7400 , 40.845 , 8.1037534353 , 0.8767668434 , 0.0425136722 , 0.0426703862 ,, -   ,,,35.38879,2600
1970-04-01, 0.0761 , 0.060384260 , 0.05904100 , 0.0811 , 0.90387 , 18.4725 , 41.442 , 8.1568713908 , 0.8853678297 , 0.0417356361 , 0.0419139986 ,, -   ,,,34.67329,248
1970-07-01, 0.0629 , 0.056807930 , 0.05918292 , 0.0813 , 0.90126 , 18.2050 , 42.092 , 8.2099893462 , 0.8939688159 , 0.0421125191 , 0.0425371681 ,, -   ,,,34.86717,-2260
1970-10-01, 0.0490 , 0.056000000 , 0.05932861 , 0.0803 , 0.89866 , 17.9375 , 41.706 , 8.2631073017 , 0.9025698022 , 0.0385382956 , 0.0384106380 ,, -   ,,,35.74822,-3520
1971-01-01, 0.0371 , 0.050000000 , 0.05947782 , 0.0721 , 0.89605 , 17.6700 , 42.942 , 8.3162252571 , 0.9111707885 , 0.0425664380 , 0.0431424844 ,, -   ,,,34.50345,-7936
1971-04-01, 0.0491 , 0.044003450 , 0.05963016 , 0.0753 , 0.89231 , 17.2668 , 43.063 , 8.3624338768 , 0.9228563498 , 0.0403260113 , 0.0406277310 ,, -   ,,,34.36089,-2220
1971-07-01, 0.0555 , 0.043515360 , 0.05978506 , 0.0759 , 0.88857 , 16.8635 , 43.471 , 8.4086424966 , 0.9345419112 , 0.0388690368 , 0.0391829475 ,, -   ,,,35.00694,-976
1971-10-01, 0.0414 , 0.034511790 , 0.05994177 , 0.0726 , 0.88482 , 16.4603 , 43.093 , 8.4548511163 , 0.9462274725 , 0.0359084285 , 0.0362027230 ,, -   ,,,35.63237,2292
1972-01-01, 0.0383 , 0.034252300 , 0.06009940 , 0.0724 , 0.88108 , 16.0570 , 43.768 , 8.5010597360 , 0.9579130338 , 0.0374705106 , 0.0384593730 ,, -   ,,,34.72622,2308
1972-04-01, 0.0446 , 0.031404960 , 0.06025691 , 0.0730 , 0.87663 , 15.8820 , 44.630 , 8.5482556870 , 0.9555319503 , 0.0385365743 , 0.0400335738 ,, -   ,,,33.67383,156
1972-07-01, 0.0487 , 0.030253470 , 0.06041317 , 0.0721 , 0.87218 , 15.7070 , 44.886 , 8.5954516380 , 0.9531508668 , 0.0372167764 , 0.0386935555 ,, -   ,,,33.62447,3656
1972-10-01, 0.0533 , 0.034987800 , 0.06056706 , 0.0712 , 0.86773 , 15.5320 , 45.265 , 8.6426475891 , 0.9507697832 , 0.0377781358 , 0.0396143298 ,, -   ,,,33.74758,3312
1973-01-01, 0.0709 , 0.040387720 , 0.06071745 , 0.0722 , 0.86328 , 15.3570 , 46.289 , 8.6898435401 , 0.9483886997 , 0.0399674842 , 0.0424209838 ,, -   ,,,33.29287,3396
1973-04-01, 0.0849 , 0.055288460 , 0.06086335 , 0.0729 , 0.85853 , 15.3438 , 46.306 , 8.6499451670 , 0.9420082212 , 0.0402539995 , 0.0430345851 ,, -   ,,,32.34466,1344
1973-07-01, 0.1078 , 0.068253970 , 0.06100387 , 0.0763 , 0.85377 , 15.3305 , 45.873 , 8.6100467940 , 0.9356277427 , 0.0374703781 , 0.0400555745 ,, -   ,,,32.12455,1196
1973-10-01, 0.0995 , 0.082547170 , 0.06113831 , 0.0767 , 0.84902 , 15.3173 , 45.587 , 8.5701484210 , 0.9292472641 , 0.0386998632 , 0.0419704531 ,, -   ,,,31.77379,232
1974-01-01, 0.0935 , 0.099378880 , 0.06126616 , 0.0785 , 0.84426 , 15.3040 , 45.477 , 8.5302500479 , 0.9228667856 , 0.0364839002 , 0.0396821774 ,, 263 ,,,31.76449,1216
1974-04-01, 0.1193 , 0.105542900 , 0.06138715 , 0.0837 , 0.83953 , 15.2535 , 45.341 , 8.5512702951 , 0.9183368560 , 0.0376192986 , 0.0415960074 ,, 570 ,,,30.99462,172
1974-07-01, 0.1134 , 0.114413100 , 0.06150115 , 0.0900 , 0.83480 , 15.2030 , 44.876 , 8.5722905422 , 0.9138069264 , 0.0360281979 , 0.0399360608 ,," 1,386 ",,,30.86269,2092
1974-10-01, 0.0853 , 0.122004400 , 0.06160820 , 0.0889 , 0.83007 , 15.1525 , 45.276 , 8.5933107894 , 0.9092769968 , 0.0344061430 , 0.0386376188 ,," 2,379 ",,,30.79768,256
1975-01-01, 0.0554 , 0.110875700 , 0.06170844 , 0.0867 , 0.82534 , 15.1020 , 45.612 , 8.6143310365 , 0.9047470672 , 0.0297726338 , 0.0339832084 ,," 3,620 ",,,31.53604,1872
1975-04-01, 0.0555 , 0.096840660 , 0.06180209 , 0.0890 , 0.82069 , 15.0968 , 46.336 , 8.6707559211 , 0.9032720151 , 0.0287002815 , 0.0330837691 ,," 3,661 ",,,32.27817,-1012
1975-07-01, 0.0624 , 0.087333340 , 0.06188934 , 0.0895 , 0.81605 , 15.0915 , 46.903 , 8.7271808058 , 0.9017969629 , 0.0298022046 , 0.0335810032 ,," 3,708 ",,,32.38043,3656
1975-10-01, 0.0520 , 0.072491910 , 0.06197032 , 0.0879 , 0.81140 , 15.0863 , 46.954 , 8.7836056904 , 0.9003219108 , 0.0300607708 , 0.0331729582 ,," 3,645 ",,,32.73010,8108
1976-01-01, 0.0484 , 0.063572790 , 0.06204509 , 0.0855 , 0.80675 , 15.0810 , 47.649 , 8.8400305751 , 0.8988468586 , 0.0316466311 , 0.0348370439 ,," 3,712 ",,,32.98513,15028
1976-04-01, 0.0548 , 0.060738890 , 0.06211358 , 0.0858 , 0.80233 , 15.2185 , 48.087 , 8.8699241486 , 0.8995762728 , 0.0289016691 , 0.0321441195 ,," 3,430 ",,,33.49464,5016
1976-07-01, 0.0525 , 0.055180870 , 0.06217563 , 0.0845 , 0.79790 , 15.3560 , 48.200 , 8.8998177222 , 0.9003056869 , 0.0281663845 , 0.0312742287 ,," 3,421 ",,,33.64333,7024
1976-10-01, 0.0465 , 0.050694030 , 0.06223099 , 0.0825 , 0.79348 , 15.4935 , 48.339 , 8.9297112957 , 0.9010351011 , 0.0278507381 , 0.0308144254 ,," 3,404 ",,,33.78753,13168
1977-01-01, 0.0469 , 0.058577400 , 0.06227931 , 0.0804 , 0.78905 , 15.6310 , 48.650 , 8.9596048692 , 0.9017645152 , 0.0284244535 , 0.0317076634 ,," 3,460 ",,,33.65136,3736
1977-04-01, 0.0539 , 0.068476980 , 0.06232017 , 0.0804 , 0.78488 , 15.6233 , 48.849 , 8.9891985354 , 0.9054014958 , 0.0296086496 , 0.0334524336 ,," 3,443 ",,,32.80422,14752
1977-07-01, 0.0614 , 0.066821610 , 0.06235309 , 0.0794 , 0.78071 , 15.6155 , 49.362 , 9.0187922016 , 0.9090384763 , 0.0308299958 , 0.0348020080 ,," 3,463 ",,,32.98791,16000
1977-10-01, 0.0656 , 0.066053990 , 0.06237757 , 0.0808 , 0.77653 , 15.6078 , 48.733 , 9.0483858678 , 0.9126754569 , 0.0277821639 , 0.0313564590 ,," 3,887 ",,,33.21873,13796
1978-01-01, 0.0679 , 0.066064370 , 0.06239311 , 0.0847 , 0.77236 , 15.6000 , 48.761 , 9.0779795341 , 0.9163124374 , 0.0268849524 , 0.0304667007 ,," 5,620 ",,,33.50120,21276
1978-04-01, 0.0760 , 0.069613260 , 0.06239927 , 0.0869 , 0.76852 , 15.7148 , 49.731 , 9.0841769473 , 0.9195981588 , 0.0335872206 , 0.0381151876 ,," 6,959 ",,,32.12444,8224
1978-07-01, 0.0845 , 0.079520700 , 0.06239574 , 0.0869 , 0.76468 , 15.8295 , 49.762 , 9.0903743606 , 0.9228838801 , 0.0327245865 , 0.0369495059 ,," 8,407 ",,,32.21407,17308
1978-10-01, 0.1003 , 0.089439660 , 0.06238235 , 0.0903 , 0.76084 , 15.9443 , 50.089 , 9.0965717738 , 0.9261696015 , 0.0337922853 , 0.0380751794 ,," 10,808 ",,,31.86206,-1312
1979-01-01, 0.1009 , 0.097457630 , 0.06235909 , 0.0926 , 0.75700 , 16.0590 , 49.633 , 9.1027691871 , 0.9294553229 , 0.0308557489 , 0.0353932729 ,," 18,020 ",,,31.53601,20924
1979-04-01, 0.1029 , 0.107438000 , 0.06232617 , 0.0938 , 0.75352 , 16.1175 , 49.542 , 9.0789019667 , 0.9329786571 , 0.0323578938 , 0.0364019539 ,," 25,915 ",,,31.06277,-1212
1979-07-01, 0.1143 , 0.117558000 , 0.06228394 , 0.0923 , 0.75003 , 16.1760 , 49.481 , 9.0550347463 , 0.9365019914 , 0.0327270759 , 0.0367583354 ,," 34,194 ",,,30.98402,2944
1979-10-01, 0.1378 , 0.126607300 , 0.06223290 , 0.1074 , 0.74655 , 16.2345 , 49.422 , 9.0311675259 , 0.9400253256 , 0.0324279716 , 0.0368680991 ,," 45,214 ",,,31.02615,-17972
1980-01-01, 0.1719 , 0.142857100 , 0.06217371 , 0.1238 , 0.74306 , 16.2930 , 49.657 , 9.0073003055 , 0.9435486599 , 0.0336670791 , 0.0380847289 ,," 61,292 ",,,30.94982,-10244
1980-04-01, 0.0947 , 0.145056000 , 0.06210709 , 0.1099 , 0.73979 , 16.2678 , 49.139 , 9.0418563642 , 0.9307565141 , 0.0289448893 , 0.0326041168 ,," 77,827 ",,,31.37303,3364
1980-07-01, 0.1087 , 0.128668200 , 0.06203388 , 0.1164 , 0.73651 , 16.2425 , 49.334 , 9.0764124229 , 0.9179643683 , 0.0294627084 , 0.0332406289 ,," 79,901 ",,,31.77687,22000
1980-10-01, 0.1890 , 0.126426700 , 0.06195496 , 0.1297 , 0.73324 , 16.2173 , 49.835 , 9.1109684816 , 0.9051722225 , 0.0337520387 , 0.0375606881 ,," 76,415 ",,,31.15700,19692
1981-01-01, 0.1470 , 0.112331100 , 0.06187123 , 0.1333 , 0.72996 , 16.1920 , 50.603 , 9.1455245404 , 0.8923800767 , 0.0359367660 , 0.0395818280 ,," 114,223 ",,,30.87284,18456
1981-04-01, 0.1910 , 0.097759680 , 0.06178361 , 0.1388 , 0.72713 , 16.2008 , 49.948 , 9.1101348160 , 0.9008123733 , 0.0321573250 , 0.0350264732 ,," 129,871 ",,,30.70875,24368
1981-07-01, 0.1587 , 0.108400000 , 0.06169302 , 0.1489 , 0.72430 , 16.2095 , 50.416 , 9.0747450917 , 0.9092446700 , 0.0346685360 , 0.0372794407 ,," 164,470 ",,,30.60333,14180
1981-10-01, 0.1237 , 0.095479350 , 0.06160031 , 0.1423 , 0.72147 , 16.2183 , 49.880 , 9.0393553674 , 0.9176769666 , 0.0316944463 , 0.0336275740 ,," 186,305 ",,,31.35587,7028
1982-01-01, 0.1468 , 0.075930140 , 0.06150627 , 0.1518 , 0.71864 , 16.2270 , 49.630 , 9.0039656430 , 0.9261092632 , 0.0276189642 , 0.0290317790 , 0.0639450710 ," 198,732 ",,,32.41298,32432
1982-04-01, 0.1415 , 0.067532470 , 0.06141160 , 0.1446 , 0.71625 , 16.1463 , 49.644 , 9.0632716860 , 0.9348551294 , 0.0283008777 , 0.0298186107 , 0.0548816690 ," 209,680 ",,,32.40213,34340
1982-07-01, 0.1031 , 0.057740890 , 0.06131687 , 0.1371 , 0.71385 , 16.0655 , 49.742 , 9.1225777289 , 0.9436009956 , 0.0280191440 , 0.0287733956 , 0.0636780100 ," 235,246 ",,,33.92530,-11536
1982-10-01, 0.0895 , 0.045179650 , 0.06122254 , 0.1183 , 0.71146 , 15.9848 , 50.180 , 9.1818837718 , 0.9523468618 , 0.0270926509 , 0.0277428364 , 0.0465391450 ," 219,928 ",,,35.18156,5024
1983-01-01, 0.0877 , 0.035991530 , 0.06112889 , 0.1179 , 0.70906 , 15.9040 , 50.861 , 9.2411898148 , 0.9610927280 , 0.0281682633 , 0.0291956596 , 0.0459566150 ," 197,336 ",,,35.82911,18224
1983-04-01, 0.0898 , 0.033368090 , 0.06103606 , 0.1151 , 0.70696 , 15.8780 , 51.975 , 9.3078814626 , 0.9628097157 , 0.0283815620 , 0.0302032471 , 0.0461863340 ," 180,893 ",,,36.87167,7576
1983-07-01, 0.0945 , 0.026270900 , 0.06094400 , 0.1237 , 0.70486 , 15.8520 , 52.099 , 9.3745731103 , 0.9645267033 , 0.0316631191 , 0.0333438865 , 0.0510374940 ," 179,590 ",,,37.33110,3064
1983-10-01, 0.0947 , 0.033015660 , 0.06085254 , 0.1241 , 0.70276 , 15.8260 , 52.399 , 9.4412647581 , 0.9662436910 , 0.0309626313 , 0.0331894561 , 0.0519809040 ," 179,467 ",,,37.17553,20120
1984-01-01, 0.0991 , 0.045299730 , 0.06076131 , 0.1220 , 0.70066 , 15.8000 , 52.652 , 9.5079564059 , 0.9679606787 , 0.0323063430 , 0.0350097306 , 0.0506229470 ," 195,074 ",," 3,373,919.507 ",37.45447,13388
1984-04-01, 0.1106 , 0.043390510 , 0.06066982 , 0.1328 , 0.69910 , 15.8263 , 52.945 , 9.5469905637 , 0.9851820416 , 0.0337279139 , 0.0367849006 , 0.0545801690 ," 200,096 ",," 3,479,612.269 ",37.72687,17632
1984-07-01, 0.1130 , 0.042553190 , 0.06057761 , 0.1287 , 0.69754 , 15.8525 , 53.168 , 9.5860247214 , 1.0024034044 , 0.0327256886 , 0.0358699697 , 0.0522478100 ," 205,269 ",," 3,520,867.479 ",38.49586,3436
1984-10-01, 0.0838 , 0.040856670 , 0.06048421 , 0.1229 , 0.69598 , 15.8788 , 53.227 , 9.6250588791 , 1.0196247673 , 0.0317471630 , 0.0352185861 , 0.0493766460 ," 233,554 ",," 3,653,117.320 ",40.08547,3940
1985-01-01, 0.0858 , 0.035842290 , 0.06038903 , 0.1213 , 0.69442 , 15.9050 , 53.397 , 9.6640930369 , 1.0368461302 , 0.0348314486 , 0.0377031673 , 0.0488075970 ," 241,000 ",," 3,666,442.893 ",40.44121,26440
1985-04-01, 0.0753 , 0.037395230 , 0.06029140 , 0.1172 , 0.69355 , 15.8595 , 53.566 , 9.7045474587 , 1.0530388740 , 0.0336488376 , 0.0366324081 , 0.0471690900 ," 247,095 ",," 3,758,081.537 ",41.31983,31024
1985-07-01, 0.0792 , 0.033482140 , 0.06019057 , 0.1105 , 0.69268 , 15.8140 , 54.247 , 9.7450018806 , 1.0692316177 , 0.0352965501 , 0.0384646265 , 0.0442877640 ," 243,416 ",," 3,853,632.422 ",41.55909,-6928
1985-10-01, 0.0827 , 0.035137700 , 0.06008578 , 0.1055 , 0.69181 , 15.7685 , 54.465 , 9.7854563024 , 1.0854243615 , 0.0331522362 , 0.0366558911 , 0.0427307510 ," 243,803 ",," 3,993,326.324 ",43.78715,149216
1986-01-01, 0.0748 , 0.030827310 , 0.05997622 , 0.0967 , 0.69094 , 15.7230 , 55.110 , 9.8259107243 , 1.1016171052 , 0.0338088126 , 0.0374941897 , 0.0397133730 ," 266,529 ",," 4,022,333.998 ",44.07415,14744
1986-04-01, 0.0692 , 0.016159110 , 0.05986110 , 0.0909 , 0.69056 , 15.7425 , 55.542 , 9.8414813208 , 1.1077604665 , 0.0317242801 , 0.0352590963 , 0.0301757470 ," 278,099 ",," 4,106,579.622 ",45.30682,79704
1986-07-01, 0.0589 , 0.016352980 , 0.05973968 , 0.0888 , 0.69019 , 15.7620 , 55.779 , 9.8570519172 , 1.1139038278 , 0.0319190334 , 0.0352851726 , 0.0340351220 ," 296,048 ",," 4,158,122.268 ",46.12536,-16408
1986-10-01, 0.0691 , 0.012844040 , 0.05961125 , 0.0868 , 0.68981 , 15.7815 , 55.658 , 9.8726225137 , 1.1200471891 , 0.0315833330 , 0.0345927557 , 0.0347138960 ," 292,152 ",," 4,327,565.137 ",47.55286,60280
1987-01-01, 0.0613 , 0.021971320 , 0.05947526 , 0.0836 , 0.68943 , 15.8010 , 55.396 , 9.8881931102 , 1.1261905504 , 0.0301704460 , 0.0336037285 , 0.0347669920 ," 304,475 ",," 4,301,276.512 ",47.57835,83280
1987-04-01, 0.0673 , 0.037614680 , 0.05933125 , 0.0932 , 0.68933 , 15.8605 , 55.769 , 9.9175040340 , 1.1288700681 , 0.0313323981 , 0.0350903671 , 0.0390854610 ," 301,489 ",," 4,353,712.757 ",48.04867,-12328
1987-07-01, 0.0722 , 0.041894350 , 0.05917902 , 0.0967 , 0.68923 , 15.9200 , 55.781 , 9.9468149577 , 1.1315495858 , 0.0311652922 , 0.0348989916 , 0.0412631500 ," 306,182 ",," 4,407,108.435 ",48.11650,2344
